id,name,artist,popularity,duration_ms,year
0akyEssGRVHstqCSWXusJL,Fuentes de Ortiz,Ed Maverick,78,207400,2018.0
6tu2FHuKL9C8pwNrityweQ,Te quiero,Hombres G,72,225080,1996.0
2dEVAvwPAJrWFErXxREGVX,Eres Tú,Carla Morrison,0,228253,2012.0
6FfLg6FFqhCsrFOaHIGkg0,Honeypie,JAWNY,76,135581,2020.0
77huR5YNwtdPRBS6Zbox6T,Fuiste Mía un Verano,Leonardo Favio,18,173520,2018.0
3hY0TCeZr9VVBz8ZXnL9U2,Dimelo,Carmen Delia Dipini,34,178733,2010.0
2pV63a7nwRcJrG5OFExuiG,Ojitos Soñados,Ramona,0,160466,2017.0
7rtaRzuEKom36ZmQSmL6EB,Mary Es Mi Amor,Leo Dan,71,192413,1971.0
6hIOunhsLUT66KQgZV5dMD,Swing Lynn,Harmless,1,321438,2012.0
4AwtAlflwtYr4YWqTG59t3,Quiero,Walter Esaú,0,232680,2016.0
3uRSGfI30pIW4efbKh4age,Estábamos Tan Bien,Daniela Spalla,56,221333,2018.0
3XrPM65ihtm4ZkZNGt30Ff,Contigo,Los Panchos,63,179330,2014.0
7yvBuMGvWigRvJgwtKEPLD,Como Fué,Beny Moré,34,178626,2015.0
6xy2QxEdp2gopEFHfPMXof,Todo Me Gusta de Ti,Alberto Beltran,42,161346,2014.0
4DrxITDkVND3H3ptCuCvab,Sin Ti,Los Panchos,3,165405,2016.0
6plO0gM4tUvRC9TKFGIuaN,Wru - (donde estás),Ed Maverick,59,240306,2018.0
5dAWpxnKwOnUe1yqAUdasK,Pintura,Patio Solar,44,193097,2015.0
2GwEeE7ISW8bkB1H87udv4,Bonita,Axel Catalán,0,150947,2016.0
0ftQLiC3Whfsb3b6nWAoPK,Amor De Verano,Vacación,44,186386,2019.0
0yc6Gst2xkRu0eMLeRMGCX,Apocalypse,Cigarettes After Sex,90,290616,2017.0
7jCUVtLeYamhfe8nORGpyl,Alucinando,Mi Hijo Quiere Dormir,3,209739,2023.0
4lUsBLTAiufWocWtg4H0my,J.,Ivan Cornejo,73,234613,2022.0
4ZDdMGTlSgm7ATgbx4pZlP,Terraformar,El David,58,140929,2021.0
6mvzF3fcRrS231G8yN3BaN,Serotonina,Simón Campusano,44,186272,2018.0
0g2spETkJiflONR7kQjdU5,Es Verdad,"Daniel, Me Estás Matando",64,161813,2020.0
2pb0aDEgDJ3PfWW1clmvSS,Souvenir,León Larregui,67,239120,2012.0
5rb9QrpfcKFHM1EUbSIurX,Yeah! (feat. Lil Jon & Ludacris),USHER,87,250373,2004.0
2Lhdl74nwwVGOE2Gv35QuK,Cupid's Chokehold / Breakfast in America,Gym Class Heroes,81,243773,2005.0
5hXCTV8OCsNak8OVry7yzM,Bugambilia,Nasa Histoires,75,189640,2023.0
7DXDIcjpwkRvO645vuLwbZ,Dubidubidu (Chipi Chipi Chapa Chapa),Christell,72,226103,2003.0
55xFPGknQ0zQluwBmf2nVm,Accidente,Las Ligas Menores,70,145239,2014.0
535x8FTM99UR6ZhZN8BM4A,Bad Feeling (Oompa Loompa),Jagwar Twin,80,133754,2023.0
6NMqeF0Ssmi7d3dSUqnOFf,Dance You Outta My Head,Cat Janice,77,202508,2024.0
1UL2Sn9KX8StSDOp8ZEAOC,Mi Kryptonita,Doble ONE Flow Letal,82,188089,2023.0
0tLXkjxahQsnZkKP2GXXf6,tu fan,mafalda cardenal,74,240473,2023.0
3XrPM65ihtm4ZkZNGt30Ff,Contigo,Los Panchos,63,179330,2014.0
5dPy1CCYQ04xaQHpajf5CY,The Lost Soul Down,NBSPLV,78,192940,2015.0
7zMUCLm1TN9o9JlLISztxO,Burning Love,Elvis Presley,76,170293,1973.0
1Hg0KhBCuME4PgsTYMBK9y,Мой мармеладный (Я не права),Katya Lel,75,223190,2004.0
2l58pc9aJRjkoj5RcesCJF,BELLAKITA,El Jordan 23,71,132244,2023.0
1LfsvLFQprosUmrEtGPHAe,Don Dimadon,Remp,69,184987,2024.0
3HMuJG1y7pyjg7Rrk17Rsb,Algo contigo,Rita Payés,66,297664,2019.0
3vkCueOmm7xQDoJ17W1Pm3,My Love Mine All Mine,Mitski,96,137773,2023.0
2oAmC0f5DWBDyXqsKO00ov,TRUE,YOARI,73,192240,2023.0
2edb2SIakC6HADUz6s34hS,Que Fluya,Residente,66,262179,2024.0
4WefXOf8I4gMjdj2kBJgkl,Patadas de Ahogado,LATIN MAFIA,82,224835,2023.0
3qhlB30KknSejmIvZZLjOD,End of Beginning,Djo,97,159245,2022.0
52Az0C2Qemjn1SP14PhTIW,WTF 2,Ugovhb,73,127008,2023.0
2m3Fqmw1mfs39KklPmjq79,Por Mi México (Remix),Lefty Sm,76,405000,2023.0
2ItNKt19iqefEe590Z9GeE,Five Nights at Freddy's,The Living Tombstone,74,165831,2014.0
5rcnAHBclBs0OGV4rATEnR,fantasmas,Humbe,78,287248,2023.0
424DkevE18QJazwlljiTD4,Le Monde - From Talk to Me,Richard Carter,70,134853,2023.0
4eMgCEivrlABjwo0ZiY95d,Maquillaje,Renn,68,211969,2024.0
6XjDF6nds4DE2BBbagZol6,Gata Only,FloyyMenor,93,222000,2024.0
3h5TiWTqGxjSjFrbruPFH9,Praise Jah In The Moonlight,YG Marley,93,263040,2023.0
6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,Benson Boone,100,180304,2024.0
6icPJycbKyxzR3RAbXxjj1,EXCESO,Sebastian Esquivel,72,142802,2024.0
54L7uacUGRkvoLokUlNWfH,CLEARED - Remix,Lilithzplug,82,126481,2023.0
1Aa54YEL20kiDPI6f4XGdS,Linea Del Perreo,Uzielito Mix,81,181137,2023.0
4tKGFmENO69tZR9ahgZu48,Murder On The Dancefloor,Sophie Ellis-Bextor,91,230013,2002.0
5a8z2vyIDKMh5qcRG6w9wu,IT GIRL,Aliyah's Interlude,77,161760,2023.0
7LLBONqWyX3MoBvIVPu5fj,Tacata (Remix),Tiagz,83,156716,2023.0
1yvMUkIOTeUNtNWlWRgANS,Unstoppable,Sia,81,217746,2016.0
2rF3xsu4Z1ZVC5ZBpWgM8Y,GANAS,YSY A,64,239892,2023.0
3JvKfv6T31zO0ini8iNItO,Another Love,Tom Odell,89,244360,2013.0
6XaJfhwof7qIgbbXO5tIQI,Igual Que Un Ángel (with Peso Pluma),Kali Uchis,91,260370,2024.0
4RD4bv5iG8233iA3VMgPcF,DDD (Don Dimadon),TUNDER,66,185281,2024.0
0kdqcbwei4MDWFEX5f33yG,Bling-Bang-Bang-Born,Creepy Nuts,91,168135,2024.0
6vsKOJPjdxlYgRs8McgtCQ,Buscando Money,TWENTY SIX,82,150000,2024.0
1udwFobQ1JoOdWPQrp2b6u,Surround Sound (feat. 21 Savage & Baby Tate),JID,90,229938,2022.0
1m5Hh6j7SCZF0G9ZvokJVQ,Max Win,Spreen,61,97326,2023.0
2dz1PWeukbAfsXgJadiaBu,Otra Vez,ProdMarvin,63,134328,2023.0
3U5JVgI2x4rDyHGObzJfNf,Unwritten,Natasha Bedingfield,93,259333,2004.0
1oANTqqfbOVwOX59aAeQOO,Felicidad (De la serie 'Berlin' de Netflix),Pedro Alonso,66,200735,2023.0
7vOmSP2647oNUGGEhWd1cr,Montagem Mysterious Game,LXNGVX,85,103495,2023.0
5LrN7yUQAzvthd4QujgPFr,Here With Me,d4vd,87,242484,2023.0
6usohdchdzW9oML7VC4Uhk,Lose Control,Teddy Swims,89,210688,2023.0
0JmnkIqdlnUzPaf8sqBRs3,Moonlight,Kali Uchis,83,187723,2023.0
1hFg6ilfrckIhcz0IBmp2b,Pacas y Pacas,Fend,64,140000,2023.0
7slBlaUuSCgADZBuTQDYBB,¿Cómo Pasó?,Ela Taubert,74,174546,2024.0
4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,OneRepublic,90,148485,2022.0
3scW7pt0vlhkCCgCNv5YR9,La Noche Mas Linda,Adalberto Santiago,73,343353,1989.0
31mzt4ZV8C0f52pIz1NSwd,Shut up My Moms Calling - (Sped Up),Hotel Ugly,82,135529,2022.0
1Y3LN4zO1Edc2EluIoSPJN,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez,87,176440,2022.0
3K5KXm1uZjiyQk0J7op1xf,9mm,Memphis Cult,84,86709,2023.0
1kqH58eGh2ZTOHwqBIB2tM,Una Foto Remix (feat. Emilia),Mesita,89,243898,2024.0
0HqZX76SFLDz2aW8aiqi7G,Bones,Imagine Dragons,79,165264,2022.0
5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,Arctic Monkeys,93,183956,2013.0
2HafqoJbgXdtjwCOvNEF14,Si No Estás,iñigo quintero,90,184061,2022.0
5mjYQaktjmjcMKcUIcqz4s,Strangers,Kenya Grace,93,172964,2023.0
3CU1qWV0h0PvWXQg71YUoo,HOUSE OF LUX,DannyLux,69,140735,2023.0
0cVyQfDyRnMJ0V3rjjdlU3,Lil Boo Thang,Paul Russell,86,114233,2023.0
7MVIfkyzuUmQ716j8U7yGR,Rara Vez,Taiu,84,128677,2023.0
2JIzOc3HHo4MhiyZzhpBUV,Automotivo Bibi Fogosa,Bibi Babydoll,80,129798,2023.0
739WUU1tPFLO4x4HJq561K,Cupid - Twin Ver.,FIFTY FIFTY,77,174253,2023.0
0EF1EE8zusg3Y869e56JFd,Nothing's New,Rio Romeo,85,211000,2022.0
0r3nMF80NSIuPIxeod4aoG,Beso (Fruta Fresca),Wakyin,72,197694,2023.0
1AZbs0L3SkXe625DKp37KQ,Julietota,LATIN MAFIA,77,212151,2023.0
0O3U5iwTbiXCREMkvotJuN,EL AMOR DE SU VIDA,Grupo Frontera,87,165848,2023.0
1odExI7RdWc4BT515LTAwj,Daylight,David Kushner,92,212953,2023.0
1vYXt7VSjH9JIM5oRRo7vA,Dance The Night - From Barbie The Album,Dua Lipa,90,176579,2023.0
3rUGC1vUpkDG9CZFHMur1t,greedy,Tate McRae,97,131872,2023.0
5mD2dZLizhARH7HeWjNFm6,SIGO AL PENDIENTE,Nsqk,64,195333,2024.0
6uIIdjYTxxpWOyWuVXrKQO,Que Onda,Calle 24,91,191466,2023.0
6ED7qim1NAX1HjNU8039WS,Alucin,Eugenio Esquivel,89,197114,2023.0
2hn2zOA2XFlv6DSmesylrL,QUEMA,Ryan Castro,83,150618,2023.0
4FAKtPVycI4DxoOHC01YqD,Yandel 150,Yandel,79,216148,2023.0
7ABLbnD53cQK00mhcaOUVG,LALA,Myke Towers,89,197920,2023.0
6pD0ufEQq0xdHSsRbg9LBK,un x100to,Grupo Frontera,82,194563,2023.0
3dnP0JxCgygwQH9Gm7q7nb,Ella Baila Sola,Eslabon Armado,82,165671,2023.0
671fHUAB2n0MocazS1bMB8,Por Dentro,Rels B,80,165981,2023.0
2Zo1PcszsT9WQ0ANntJbID,Feather,Sabrina Carpenter,91,185552,2023.0
2TJKY0WSFufZOzbRNgl6zE,ELOVRGA,Alex Favela,85,194769,2023.0
6Xj014IHwbLVjiVT6H89on,Malas Decisiones,Kenia OS,76,139146,2022.0
3lev2QW3nUHNuxrVstVEGj,Chupón,El Gudi,76,201084,2023.0
1rXxK89X0XGpIdTB6CwiFu,A Puro Dolor,Gabito Ballesteros,84,168086,2023.0
51ZQ1vr10ffzbwIjDCwqm4,we can't be friends (wait for your love),Ariana Grande,92,228639,2024.0
6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,Benson Boone,100,180304,2024.0
3qhlB30KknSejmIvZZLjOD,End of Beginning,Djo,97,159245,2022.0
3w0w2T288dec0mgeZZqoNN,CARNIVAL,¥$,97,264324,2024.0
17phhZDn6oGtzMe56NuWvj,Lose Control,Teddy Swims,93,210688,2023.0
3rUGC1vUpkDG9CZFHMur1t,greedy,Tate McRae,97,131872,2023.0
1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,Taylor Swift,97,178426,2019.0
6XjDF6nds4DE2BBbagZol6,Gata Only,FloyyMenor,93,222000,2024.0
1VNWdmXSbaNrnWod10WIL0,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,86,244684,2024.0
7AYmToZ5y67fBjq4RLFbuq,TEXAS HOLD 'EM,Beyoncé,87,235636,2024.0
3vkCueOmm7xQDoJ17W1Pm3,My Love Mine All Mine,Mitski,96,137773,2023.0
0mflMxspEfB0VbI1kyLiAv,Stick Season,Noah Kahan,95,182346,2022.0
7bywjHOc0wSjGGbj04XbVi,LUNA,Feid,95,196800,2023.0
0R6NfOiLzLj4O5VbYSJAjf,La Diabla,Xavi,96,172264,2023.0
5D34wRmbFS29AjtTOP2QJe,"yes, and?",Ariana Grande,85,214994,2024.0
1bjeWoagtHmUKputLVyDxQ,Saturn,SZA,92,186191,2024.0
52eIcoLUM25zbQupAZYoFh,redrum,21 Savage,95,270697,2024.0
0Lmbke3KNVFXtoH2mMSHCw,the boy is mine,Ariana Grande,88,173639,2024.0
0PBTlQ84CBJF0tBnKGmQa6,FRI(END)S,V,86,148082,2024.0
42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),Travis Scott,93,191700,2023.0
5LhI8m7n8xlQmNe3b7Rwis,Madonna,Natanael Cano,86,187087,2024.0
5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,Arctic Monkeys,93,183956,2013.0
4xhsWYTOGcal8zt0J161CU,Lovin On Me,Jack Harlow,95,138411,2023.0
3U5JVgI2x4rDyHGObzJfNf,Unwritten,Natasha Bedingfield,93,259333,2004.0
7iUtQNMRB8ZkKC4AmEuCJC,LA FALDA,Myke Towers,92,174229,2023.0
4OMJGnvZfDvsePyCwRGO7X,Houdini,Dua Lipa,93,185917,2023.0
0QZ5yyl6B6utIWkxeBDxQN,The Night We Met,Lord Huron,81,208211,2015.0
6Qb7YsAqH4wWFUMbGsCpap,Training Season,Dua Lipa,91,209487,2024.0
1whKKdtCiFjN7MW7DrIRUH,Lan,Zeynep Bastık,80,196075,2024.0
3Pbp7cUCx4d3OAkZSCoNvn,Scared To Start,Michael Marcagi,90,159636,2024.0
5aIVCx5tnk0ntmdiinnYvw,Water,Tyla,92,200255,2023.0
2HRgqmZQC0MC7GeNuDIXHN,Seven (feat. Latto) (Explicit Ver.),Jung Kook,87,183550,2023.0
6wf7Yu7cxBSPrRlWeSeK0Q,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,92,222369,2023.0
4KULAymBBJcPRpk1yO4dOG,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,92,227195,2023.0
5XVdHRf4CAJ2Jm0uMIy5qY,La Víctima,Xavi,93,156345,2023.0
1Rweq7vNjK4kZBbGrmxQsl,bye,Ariana Grande,88,164927,2024.0
5mjYQaktjmjcMKcUIcqz4s,Strangers,Kenya Grace,93,172964,2023.0
7iQXYTyuG13aoeHxGG28Nh,PERRO NEGRO,Bad Bunny,93,162767,2023.0
3h5TiWTqGxjSjFrbruPFH9,Praise Jah In The Moonlight,YG Marley,93,263040,2023.0
57wp7VFnV8X0pSVnYArGeJ,Whatever She Wants,Bryson Tiller,89,161342,2024.0
7MXVkk9YMctZqd1Srtv4MB,Starboy,The Weeknd,92,230453,2016.0
3RwWW7KeVhHGayYJgUL5eZ,eternal sunshine,Ariana Grande,87,210200,2024.0
5RqSsdzTNPX1uzkmlHCFvK,QLONA,KAROL G,90,172797,2023.0
3Ua0m0YmEjrMi9XErKcNiR,Like Crazy,Jimin,91,212241,2023.0
7DSAEUvxU8FajXtRloy8M0,Flowers,Miley Cyrus,93,200600,2023.0
2o1pb13quMReXZqE7jWsgq,intro (end of the world),Ariana Grande,86,92400,2024.0
7GUhiAHLoVy1V8ucQuZ3CB,Popular (with Playboi Carti & Madonna),The Weeknd,85,215466,2024.0
2KslE17cAJNHTsI2MI0jb2,Standing Next to You,Jung Kook,92,206019,2023.0
2Zo1PcszsT9WQ0ANntJbID,Feather,Sabrina Carpenter,91,185552,2023.0
4Dvkj6JhhA12EX05fT7y2e,As It Was,Harry Styles,92,167303,2022.0
7bywjHOc0wSjGGbj04XbVi,LUNA,Feid,95,196800,2023.0
5RqSsdzTNPX1uzkmlHCFvK,QLONA,KAROL G,90,172797,2023.0
7chTH3GBjjAyagf0SPCZDL,SI SABE FERXXO,Blessd,84,152500,2024.0
7iQXYTyuG13aoeHxGG28Nh,PERRO NEGRO,Bad Bunny,93,162767,2023.0
0R6NfOiLzLj4O5VbYSJAjf,La Diabla,Xavi,96,172264,2023.0
4bw8mcDUSRWfQo63ZTYRnU,Según Quién,Maluma,88,142334,2023.0
4UkUxO2WlKLc0Q1iEutGGh,CONTIGO (with Tiësto),KAROL G,90,192786,2024.0
05sO6FK8E9l2cfwnEUTjHq,CUAL ES ESA,Feid,79,172506,2023.0
7iUtQNMRB8ZkKC4AmEuCJC,LA FALDA,Myke Towers,92,174229,2023.0
505v13epFXodT9fVAJ6h8k,AMARGURA,KAROL G,89,170480,2023.0
2CeKVsFFXG4QzA415QygGb,Feliz Cumpleaños Ferxxo,Feid,85,155960,2022.0
1hZsWUnLbqRw09jLAMQSsb,CLASSY 101,Feid,84,195586,2023.0
0dKsNKiWmqkoz8YAUzfigC,EMPELOTICA,Lenny Tavárez,83,190322,2024.0
5XVdHRf4CAJ2Jm0uMIy5qY,La Víctima,Xavi,93,156345,2023.0
0T2pB7P1VdXPhLdQZ488uH,Normal,Feid,83,171880,2022.0
2Yc3MHpZ9R5UCIz78E20AQ,ALAKRAN,Feid,81,90613,2023.0
3tt9i3Hhzq84dPS8H7iSiJ,La Bachata,Manuel Turizo,86,162637,2023.0
1sbNEFiURUYfy024cJX8JG,Ferxxo 100,Feid,80,167760,2022.0
25OeKzcqakFPaJlXHPE5lm,Primera Cita,Carin Leon,84,186455,2023.0
54zcJnb3tp9c5OVKREZ1Is,MI EX TENÍA RAZÓN,KAROL G,87,154374,2023.0
7JwdbqIpiuWvGbRryKSuBz,Es un Secreto,Plan B,70,190560,2010.0
1zsPaEkglFvxjAhrM8yhpr,Hey Mor,Ozuna,84,196600,2022.0
6XjDF6nds4DE2BBbagZol6,Gata Only,FloyyMenor,93,222000,2024.0
5jt25aFjW2kNoBqaEVaz5W,LA INOCENTE,Mora,84,202173,2022.0
6uIIdjYTxxpWOyWuVXrKQO,Que Onda,Calle 24,91,191466,2023.0
6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,Benson Boone,100,180304,2024.0
5YJ4BVvTFmVCxUyhKejHfR,Pa' Que Retozen,Tego Calderón,83,151666,2003.0
6y8z28epOv5FlaxDv1Lo5B,Jordan,Ryan Castro,81,176142,2022.0
7ABLbnD53cQK00mhcaOUVG,LALA,Myke Towers,89,197920,2023.0
51ZQ1vr10ffzbwIjDCwqm4,we can't be friends (wait for your love),Ariana Grande,92,228639,2024.0
0CYTGMBYkwUxrj1MWDLrC5,CHORRITO PA LAS ANIMAS,Feid,82,168133,2022.0
1JpzJfxjHGFUyTHXLZidok,Monastery,Ryan Castro,76,189333,2021.0
0p0cOpBujR114Wirv5AM7W,Narcotics (with Bryant Myers),Dei V,82,173991,2023.0
01W6syCgxisKd0gDqFRdEG,LA VUELTA,Feid,75,121920,2023.0
6XbtvPmIpyCbjuT0e8cQtp,Columbia,Quevedo,88,186000,2023.0
69Ej1xrGjOcHvIMtMKxK0G,Dile,Don Omar,84,204600,2003.0
2hn2zOA2XFlv6DSmesylrL,QUEMA,Ryan Castro,83,150618,2023.0
4u8fUK0wSDHvVQ24SUMqZq,PALABRAS SOBRAN - REMIX,Blessd,66,288053,2024.0
0WKd91LoIHCFIhDmgewjhy,Solos,Tony Dize,59,188826,2009.0
4RbCdwPPk5XUpTrxAvntGM,CONDENADO AL EXITO II,Blessd,69,257683,2024.0
7Iai1m3Y4ZQBPaj1cwpSzy,Gangsters En La Disco,Pirlo,64,193200,2024.0
0TUW9faHNaBmi89wsYGp9y,Mamichula - con Nicki Nicole,Trueno,88,219201,2020.0
35ttE4t8lQZA2vuCYDg4G7,M.A.I,Milo j,87,184027,2023.0
4FAKtPVycI4DxoOHC01YqD,Yandel 150,Yandel,79,216148,2023.0
6VciS3dRMpZhJiDxT8ArFi,"Young Miko: Bzrp Music Sessions, Vol. 58",Bizarrap,90,187172,2024.0
4jY5SnGbpH6FdGCqVbhOD4,Te Pintaron Pajaritos,Yandar & Yostin,80,172558,2016.0
3HqcNJdZ2seoGxhn0wVNDK,PROVENZA,KAROL G,83,207626,2023.0
4aEOz6ZpXh3wF4FOdJHOPV,Escápate Conmigo - Remix,Wolfine,78,167418,2012.0
4PA1wK0leCjmRZlP5dQ8Lv,El Cielo,Sky Rompiendo,82,191320,2023.0
1j6xOGusnyXq3l6IryKF3G,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,78,220116,2018.0
3Fzlg5r1IjhLk2qRw667od,Dancing in the Moonlight,Toploader,79,232693,2000.0
5GuZz08qie5efPtqsQFsdT,Chasing Cars,Snow Patrol,59,265506,2006.0
0XXyGdcVEHZ6CnmAlNsqKl,This Ain't a Love Song,Scouting For Girls,58,210680,2010.0
5NlFXQ0si6U87gXs6hq81B,Candy,Robbie Williams,69,201053,2012.0
5jzKL4BDMClWqRguW5qZvh,Teenage Dream,Katy Perry,76,227741,2010.0
4i1yHB5Q9PhtWlWCplG3u5,Walks Like Rihanna,The Wanted,56,202150,2013.0
0RZyUsKfiC7MtiGKatCtGc,Misery,Maroon 5,67,216200,2010.0
1gv4xPanImH17bKZ9rOveR,Raise Your Glass,P!nk,80,202960,2010.0
6Vh03bkEfXqekWp7Y1UBRb,Live While We're Young,One Direction,74,200213,2012.0
6s8nHXTJVqFjXE4yVZPDHR,Troublemaker (feat. Flo Rida),Olly Murs,77,185586,2012.0
1NpW5kyvO4XrNJ3rnfcNy3,Wild Ones (feat. Sia),Flo Rida,81,232946,2012.0
05SBRd4fXgn8FX7bf8BCAE,I Need Your Love (feat. Ellie Goulding),Calvin Harris,74,234506,2012.0
5vTPxzm4h2bY9rYyVrGEU5,Really Don't Care,Demi Lovato,72,201600,2013.0
7gQ5c5HY6zMsIck6QLY9dJ,Hurricane,Bridgit Mendler,71,243986,2012.0
0laYHRpNTS6i8FXdupHkJ4,Love You Like A Love Song,Selena Gomez & The Scene,83,188453,2011.0
6hkOqJ5mE093AQf2lbZnsG,The One That Got Away,Katy Perry,73,227333,2010.0
1QNqrsNQ1JVLEwncov3lEY,True Love (feat. Lily Allen),P!nk,70,230733,2012.0
3avYqdwHKEq8beXbeWCKqJ,Last Friday Night (T.G.I.F.),Katy Perry,77,230733,2010.0
6FB3v4YcR57y4tXFcdxI1E,I Knew You Were Trouble.,Taylor Swift,80,219720,2012.0
3180WDzph4WrS4sLSNcGfa,Wings,Little Mix,66,221720,2012.0
5T7ZFtCcOgkpjxcuaeZbw0,Best Song Ever,One Direction,77,200106,2013.0
0ErK6K0kYr0Ow2RkPMhmMs,Shout Out to My Ex,Little Mix,75,246240,2016.0
2K87XMYnUMqLcX3zvtAF4G,Drag Me Down,One Direction,80,192120,2015.0
1ctdfJSzp6qF2iDAVdDrfl,About You Now,Sugababes,64,212400,2007.0
4Raw0D7r9AI93ONF5TDlvw,Boys And Girls,Pixie Lott,46,182760,2009.0
2kh0yXMoclSGWJ688JR20a,Really Dont Care,I Don't Fly,45,202809,2014.0
1q9l6c8bAzqWcvO3DM6FsR,I Don't Feel Like Dancin',Scissor Sisters,62,288360,2006.0
2fQxE0jVrjNMT9oJAXtSJR,Domino,Jessie J,78,231840,2011.0
6rmXhRIemCTPyMYZRDN7Qg,Black Magic,Little Mix,75,211786,2015.0
7wMq5n8mYSKlQIGECKUgTX,Hall of Fame (feat. will.i.am),The Script,82,202533,2012.0
1FSWSs9CL01RCYxXtm08Rf,Dance with Me Tonight,Olly Murs,69,202226,2011.0
2sW3snLTi77h0rm4g9tDuD,Body Groove (feat. Crystxl King),Wyles,51,165380,2021.0
2Ep5yZhBqHfwg0Lj4BlNKb,English Love Affair,5 Seconds of Summer,55,180922,2014.0
3zKjn4QnDvi8pCu8brRM7v,Our House,Madness,17,203120,1982.0
4ofwffwvvnbSkrMSCKQDaC,Shotgun,George Ezra,77,201287,2018.0
4lLtanYk6tkMvooU0tWzG8,Grenade,Bruno Mars,80,222091,2010.0
6FE2iI43OZnszFLuLtvvmg,Classic,MKTO,83,175426,2012.0
1D066zixBwqFYqBhKgdPzp,Fergalicious,Fergie,70,292373,2006.0
5VAKwJzAJgpysx7FL9W6MJ,Without You (feat. Usher),David Guetta,58,208133,2011.0
0dXNQ8dckG4eYfEtq9zcva,All Night,The Vamps,71,197640,2017.0
1gugDOSMREb34Xo0c1PlxM,She Looks So Perfect,5 Seconds of Summer,72,202496,2014.0
26wLOs3ZuHJa2Ihhx6QIE6,Teeth,5 Seconds of Summer,69,204887,2019.0
4DTrKnvkHtwQN6kBu4XXIF,She's So Gone,Naomi Scott,66,186453,2011.0
3FteycP8CaXS1MhjcXekVT,Stop,Spice Girls,69,204753,1997.0
3EDS89HeAhHiZKlljciK0a,Push The Button,Sugababes,65,218093,2005.0
1unSsa1sbyaVy1teiduxgo,Sweet Dreams My LA Ex - Radio Edit,Rachel Stevens,47,208386,2003.0
4dzreTCcGVgeF1vCcd22AC,Don't Stop Movin',S Club,62,233626,2001.0
